TIMESTAMP;VOLTAGE;DISP_VOL;VOL_FLOW
136.4927105;-7.5;-700;-0.252418065
137.144471;7.5;-530;0.260832
137.7962315;-7.5;-705;-0.268503529
138.5055003;7.5;-525;0.253782486
139.2147691;-7.5;-740;-0.303129081
139.9815462;7.5;-525;0.2803944
140.7483233;-7.5;-760;-0.3064776
141.5726087;7.5;-535;0.272963721
142.396894;-7.5;-780;-0.297227163
143.2786877;7.5;-525;0.289183304
144.1604813;-7.5;-815;-0.32887513
145.0997833;7.5;-530;0.303416816
146.0390852;-7.5;-855;-0.346001633
147.0358954;7.5;-550;0.305976
148.0327056;-7.5;-900;-0.35112
149.0870241;7.5;-560;0.3224832
150.1413426;-7.5;-950;-0.3699072
151.2531693;7.5;-600;0.314797241
152.3649961;-7.5;-1010;-0.368762483
153.5343312;7.5;-630;0.324971016
154.7036662;-7.5;-1075;-0.380558164
155.9305095;7.5;-680;0.3219645
157.1573529;-9;-1150;-0.383097
158.2755695;9;-730;0.37559808
159.3139134;-9;-1230;-0.481536
159.3298879;9;-1225;0.3129984
159.3458625;-9;-1227;-0.12519936
159.4097606;9;-1205;0.34429824
159.4736587;-9;-1215;-0.1564992
159.5854803;9;-1203;0.107313737
159.697302;-9;-1210;-0.06259968
159.8570472;9;-1198;0.075119616
160.0167924;-9;-1205;-0.043819776
160.2244612;9;-1160;0.2166912
160.43213;-9;-1190;-0.1444608
160.6877224;9;-1140;0.195624
160.9433147;-9;-1175;-0.1369368
161.2468307;9;-1100;0.247104
161.5503466;-9;-1160;-0.1976832
161.9017861;9;-1060;0.284544
162.2532256;-9;-1155;-0.2703168
162.6525886;9;-1035;0.300478464
163.0519517;-9;-1160;-0.3129984
163.4992383;9;-1030;0.290641371
163.946525;-9;-1150;-0.268284343
164.4417352;9;-1015;0.27261151
164.9369454;-9;-1160;-0.292804955
165.4800791;9;-980;0.331410071
166.0232129;-9;-1180;-0.368233412
166.6142702;9;-975;0.346836065
167.2053276;-9;-1200;-0.38067373
167.8443085;9;-980;0.34429824
168.4832894;-9;-1205;-0.3521232
169.1701938;9;-960;0.356672595
169.8570983;-9;-1245;-0.414904856
170.5919263;9;-970;0.374237217
171.3267544;-9;-1280;-0.421867409
172.109506;9;-980;0.383263347
172.8922576;-9;-1325;-0.440752849
173.7229328;9;-1000;0.391248
174.5536079;-9;-1375;-0.45144
175.4322067;9;-1010;0.41543424
176.3108054;-9;-1430;-0.47803392
177.2373277;9;-1040;0.420928883
178.16385;-9;-1500;-0.496480221
179.1382959;9;-1060;0.451538675
180.1127418;-9;-1580;-0.533636616
181.1351112;9;-1140;0.4303728
182.1574807;-10.5;-1650;-0.4988412
183.115952;10.5;-1205;0.46428096
184.0059611;-10.5;-1655;-0.5056128
184.0196536;10.5;-1650;0.3651648
184.033346;-10.5;-1653;-0.21909888
184.0881158;10.5;-1640;0.23735712
184.1428856;-10.5;-1645;-0.0912912
184.2387328;10.5;-1630;0.1564992
184.3345799;-10.5;-1636;-0.06259968
184.4715044;10.5;-1625;0.080336256
184.6084289;-10.5;-1630;-0.03651648
184.7864307;10.5;-1605;0.140448
184.9644325;-10.5;-1625;-0.1123584
185.1835117;10.5;-1565;0.2738736
185.4025908;-10.5;-1605;-0.1825824
185.6627473;10.5;-1525;0.3075072
185.9229039;-10.5;-1565;-0.1537536
186.2241377;10.5;-1470;0.3153696
186.5253716;-10.5;-1550;-0.2655744
186.8676828;10.5;-1425;0.3651648
187.209994;-10.5;-1535;-0.321345024
187.5933825;10.5;-1410;0.32604
187.976771;-10.5;-1525;-0.2999568
188.4012369;10.5;-1370;0.3651648
188.8257028;-10.5;-1510;-0.329826271
189.291246;10.5;-1325;0.397385224
189.7567893;-10.5;-1485;-0.343684518
190.2634098;10.5;-1285;0.394772757
190.7700304;-10.5;-1480;-0.384903438
191.3177283;10.5;-1235;0.44732688
191.8654262;-10.5;-1450;-0.39255216
192.4542015;10.5;-1205;0.416118028
193.0429768;-10.5;-1435;-0.390641414
193.6728294;10.5;-1145;0.460425183
194.302682;-10.5;-1430;-0.452486817
194.9736119;10.5;-1110;0.476949943
195.6445419;-10.5;-1410;-0.447140571
196.3565492;10.5;-1070;0.4775232
197.0685564;-10.5;-1395;-0.456456
197.8216411;10.5;-1025;0.49131264
198.5747257;-10.5;-1390;-0.48467328
199.3688877;10.5;-980;0.516267476
200.1630497;-10.5;-1395;-0.522563421
200.998289;10.5;-945;0.538767738
201.8335283;-10.5;-1390;-0.53278143
202.709845;10.5;-895;0.5648643
203.5861616;-12;-1387;-0.56144088
204.4248241;12;-885;0.598572178
206.0422445;-12;-1405;-0.321499591
206.0542254;12;-1395;0.8346624
206.0662063;-12;-1400;-0.4173312
206.1141298;12;-1385;0.3129984
206.1620534;-12;-1387;-0.04173312
206.2459197;12;-1375;0.143084983
206.3297859;-12;-1380;-0.059618743
206.4495948;12;-1350;0.25039872
206.5694037;-12;-1360;-0.08346624
206.7251553;12;-1335;0.160512
206.8809069;-12;-1345;-0.0642048
207.0726012;12;-1285;0.3129984
207.2642955;-12;-1325;-0.2086656
207.4919324;12;-1245;0.3514368
207.7195694;-12;-1300;-0.2416128
207.983149;12;-1185;0.4363008
208.2467286;-12;-1270;-0.3224832
208.5462509;12;-1125;0.484104192
208.8457732;-12;-1235;-0.367251456
209.1812382;12;-1075;0.476949943
209.5167031;-12;-1210;-0.402426514
209.8881108;12;-1035;0.471180387
210.2595184;-12;-1195;-0.430793497
210.6668688;12;-985;0.515526776
211.0742191;-12;-1175;-0.466428988
211.5175121;12;-940;0.530123416
211.9608051;-12;-1145;-0.462448086
212.4400408;12;-905;0.50079744
212.9192764;-12;-1130;-0.4694976
213.4344548;12;-840;0.562911851
213.9496332;-12;-1125;-0.553206474
214.5007542;12;-825;0.544345043
215.0518752;-12;-1105;-0.508055374
215.6389389;12;-770;0.570636539
216.2260026;-12;-1095;-0.553602612
216.849009;12;-735;0.5778432
217.4720154;-12;-1080;-0.5537664
218.1309644;12;-695;0.58426368
218.7899135;-12;-1075;-0.57667584
219.4848052;12;-670;0.582824607
220.1796969;-12;-1085;-0.597215338
220.9105314;12;-635;0.615734557
221.6413658;-12;-1090;-0.622576052
222.4081428;12;-605;0.6325176
223.1749199;0;-1110;-0.6586008
